Review_Body,NaiveBayes_UWBR_predictions,NaiveBayes_UWBR_probabilities,roberta_UWBR_predictions,roberta_UWBR_probabilities,electra_UWBR_predictions,electra_UWBR_probabilities,skolkovo_UWBR_predictions,skolkovo_UWBR_probabilities
"He is very clear with his expectations & his grading scale which is nice. However there always seems to be something on the exam that was barely covered or unexpected. A pretty harsh grader, docks you 10 pts for seemingly innocent mistakes. My advice is to visit him in office hours (very helpful there) a lot. Takes a while to get him but he's fun.",0.0,0.9942297296674464,0.0,0.538290798664093,0.0,0.5008073449134827,0.0,0.9933626651763916
"I've had three classes with him 315: The class is poorly structured and exams don't correlate well with material, but its not entirely his fault because the ME program lacks some areas of knowledge which he tries to squeeze into this course 343: Difficult material and lectures but he does a solid job 223: Fantastic dynamics teacher",0.0,0.9913656560522744,0.0,0.5382980108261108,0.0,0.49932512640953064,0.0,0.9934260845184326
"His grading can be rather harsh, but given the set up of the class you should be OK. We were given weekly quizzes (problems straight off of the HW) and those quizzes combined ended up equaling more than the one midterm he gave.   Do ample practice problems from the actual textbook and the optional textbook and you'll be just fine. Go to lecture.",1.0,0.948707831972394,0.0,0.5382914543151855,0.0,0.5000334978103638,0.0,0.9933839440345764
"Hilarious due to the extreme disconnect between material instructed and major grading assignments.  Didn't really expect a 3d design, modelling, and analysis class to focus so much on design and modelling, yet grade so heavily on Technical Writing, and Linear Algebra.  A complete lack of textbook for the class also served little help.",0.0,0.9907402517810882,0.0,0.5382901430130005,0.0,0.49915361404418945,0.0,0.9934123158454895
"I like him as a person, but he has no idea what he is doing in class. I understand that the ME program is new, but this class as a whole is pointless. The class is called '3D modeling' but tests have nothing to do with actual modeling. The entire class was still working on the final at the end of the 2nd hour.",0.0,0.9889941963886484,0.0,0.5382906794548035,0.0,0.5012213587760925,0.0,0.9840465188026428
THE BEST TEACHER I WILL definitely take this class again,1.0,0.964581319541104,0.0,0.5382897853851318,0.0,0.5002356767654419,0.0,0.9918238520622253
"Professor Oh seems like a great guy, but I have not enjoyed his class. It's very lecture heavy with limited/no slides, which can be really hard to follow. He frequently asks questions of the class where no one is clear what he's asking for -- after 5 or 6 attempts he'll finally tell us the ""answer"", which isn't what he asked for at all...",0.0,0.9920374970281765,0.0,0.5382915139198303,0.0,0.4986848831176758,0.0,0.9931883811950684
"This is not at easy class. But Dr. Oh is a really good teacher. He is a very easy grader when it comes to homework, make sure you study hard on the midterm and final. Hes a really nice, laid back and funny guy. Only problem Ive had was he speaks with a REALLY thick Korean accent and sometimes it might be hard to understand what hes saying.",1.0,0.9712289640002224,0.0,0.5382900238037109,0.0,0.5013136863708496,0.0,0.9871519804000854
"Professor Oh is a great teacher but hard to understand sometimes. I had never taken a business class before 210 and I enjoyed it. It did feel a little weird if you had questions about something and his response was along the lines of ""this is it, this is how you do it, how do you not understand?"" Posts almost everything from class online for review",0.0,0.992292518464099,0.0,0.5382924675941467,0.0,0.49878060817718506,0.0,0.9932922124862671
"Hyung is an awesome prof, his lectures are super engaging and funny. Even if you sit in the back, you will end up participating. The hw is graded literally on completion, and the exam questions are literally straight out of the hw. If you get the hw you'll ace the test. There is also extra credit on each exam worth 10%, extremely generous easy q's.",0.0,0.988988115072214,0.0,0.5382894277572632,0.0,0.5001388788223267,0.0,0.9929782748222351
"Dr. Oh is awesome. He is funny and tries his best to teach students that accounting is ""fun and useful"". The course consists of ten HW assignments and three exams (2 midterms, 1 final). The homework was graded very easily.. I only missed 1 point. The exams are straight-forward and questions come from homework/review q's. Extra credit on exams!",0.0,0.9903162278162064,0.0,0.5382928848266602,0.0,0.49986889958381653,0.0,0.9930591583251953
This is a great class. Very short homework and there is always one question he throughly goes over in class. Huge chance that its going to be the same question on the test. Tests arent hard but for the final go over all the homework assignments because he might copy and paste a random question from those.,0.0,0.9856271808217651,0.0,0.5382912755012512,0.0,0.49971476197242737,0.0,0.99333256483078
"He gets right to the point. Probably one of the best professors ive had. His tests are short and does not take the full 2 hours, and there are extra credit questions on them to. Be aware, getting above a hundred percent only gives you a hundred percent (not 109). Homework is short. He sometimes teaches us stuff not relevant, but still interesting!",0.0,0.9933574679277728,0.0,0.538292646408081,0.0,0.5003774762153625,0.0,0.9932937622070312
Prof. Oh is an okay teacher. He tries to help us but his lecture is boring and he has a strong Korean accent. He stress that accounting is useful and fun to motivate us. He seems like developing his teaching skills yet but he still has some room to improve. I do not recommend his class. He is not horrible but not awesome.,0.0,0.983955088861749,0.0,0.5382898449897766,0.0,0.5025981664657593,0.0,0.9866214990615845
"Amazing professor. Motivational quote, ""accounting is fun and exciting"". Final is a bit harsh but overall the class is very good.",0.0,0.9850658062072508,0.0,0.5382912158966064,0.0,0.5006504058837891,0.0,0.9930889010429382
"He has a thick Korean accent and can be hard to pay attention sometimes. I had to study extra at home and review so that I could fully understand all the stuff we learned in class.   He is very caring and his lectures are very slow. He tries to get student feedback, which doesn't alway work out but I recommend raising your hand for participation!",0.0,0.9924382217791008,0.0,0.5382910966873169,0.0,0.49978402256965637,0.0,0.988088071346283
I took Financial Accounting as an elective (didn't need it for my major). Would not recommend taking this class unless you really like accounting or it is required. Prof is funny & nice but sometimes his lectures are confusing and not enough examples. I would highly recommend reading the chapters prior to class so you have a basis of understanding.,0.0,0.9953683542897448,0.0,0.5382909774780273,0.0,0.4995563328266144,0.0,0.9934841990470886
"Professor Oh makes you want to learn accounting by saying its useful and fun and he's pretty helpful and funny. I found this class to be alright, a little challenging. You either get it or you don't but you still have to put effort. Tests are straightforward and everything from lecture but lectures can be long and boring. Final was pretty tough.",0.0,0.9892708335833222,0.0,0.5382903218269348,0.0,0.4995640814304352,0.0,0.9933136105537415
Professor Oh is a really funny guy! He really goes out of his way to teach his students  and providing funny examples too. He makes the class laugh and his tests / midterms are based off on assignments. As long as you do the assignment then you're fine. You do have to put in a bit of effort for this class. His accent is super sexy too!,0.0,0.9857096260432784,0.0,0.5382896661758423,0.0,0.5016704797744751,1.0,0.9742541909217834
"He is such a great professor, uses any tactics he can to make sure students clearly understand the material. As long as you put in the effort, it's very easy to understand. Tests are all contrived of the homework he assigns which directly correlates to what he teaches that day.",0.0,0.9860644900628716,0.0,0.5382925868034363,0.0,0.49857836961746216,0.0,0.993471622467041
A great professor who cares and wants you to understand the basics rather than just memorize them. No reading required because everything on the test in from lecture. If you don't understand something he will explain it as many ways as he can and if you fail it really is because you didn't put any effort into the course. Gives extra credit too!,0.0,0.9909662751299656,0.0,0.5382933616638184,0.0,0.49877503514289856,0.0,0.9934630393981934
"Best professor I have ever had! He is enthusiastic and helpful. Makes a lot of weird, but funny jokes. Homework will take a good amount of time to finish, but they are great study tools for exams. Exams are quite hard because he likes to push his students to be analytical.",0.0,0.9873491275758256,0.0,0.5382905602455139,0.0,0.5006058216094971,0.0,0.9903668165206909
He is very enthusiastic about Accounting and the opportunities that stem from it. Good amount of homework. Tests are pretty hard. But if you go to class and do the homework you will get a good grade as he gives extra credit to mitigate the difficult tests.,0.0,0.9935223716445558,0.0,0.5382911562919617,0.0,0.49949756264686584,0.0,0.9934349060058594
Love love this professor! Must take!,1.0,0.9463652799116268,0.0,0.5382894277572632,0.0,0.5015285015106201,0.0,0.9929693341255188
He is amazing teacher!!!!! hope he will teach 211 tooo,1.0,0.9148626769066308,0.0,0.5382922887802124,0.0,0.5008682608604431,0.0,0.9883262515068054
This was his first time teaching and i think he did great. He makes sure to clarify everything you don't understand and tries to have everyone in class up to pace. He sometimes speaks nonsense but it is hilarious. He is a lenient grader. His tests are short but worth a lot question. As long as you understand the HW from the book you will be okay.,0.0,0.9840340094330068,0.0,0.5382903218269348,0.0,0.5216008424758911,1.0,0.9456139802932739
I think he is a great teacher. It was his first year teaching and he makes sure to have everyone up to pace. He clarifies everything you don't understand. Sometimes he speaks nonsense but it is hilarious. I think he uses time efficiently and the tests are short but worth a lot. As long as you understand the material from the HW then you are good.,0.0,0.987029788179668,0.0,0.5382915139198303,0.0,0.5111663341522217,0.0,0.9805139899253845
"He is smart and if you keep attending you will be fine. Accounting is hard but Hyung is trying to give students as much help as they need. If you are taking accounting for the first time of your life, take his class.",0.0,0.9843946571409968,0.0,0.5382901430130005,0.0,0.4995133876800537,0.0,0.9932894110679626
"Lectures are long, boring, and hard to follow because they are dry and uninteresting. He is not very helpful, even on issues the entire class has. He uses the online platform for quizzes and homework. The homework is hard and the quizzes are impossible. His tests are very long and difficult. He does have a good schedule set up and will follow it.",1.0,0.9703538908836772,0.0,0.5382909774780273,0.0,0.5074173808097839,0.0,0.9895239472389221
Great Teacher.  His lectures are clear.  He is helpful inout of class.  Tests are difficult and he is tough but fair grading them,0.0,0.9850824155548028,0.0,0.538293719291687,0.0,0.5013158917427063,0.0,0.9931807518005371
"Tuke was an easy A. He's very flexible and relaxed. I didn't really learn anything new though, course felt a repetitive but I got my DCII credits out of the way.",0.0,0.9874565233869308,0.0,0.538290798664093,0.0,0.5000169277191162,0.0,0.9929119944572449
She's super nice and her class was not at all stressful. I went into her office hours to talk to her and she was really understanding about everything that I was going through. She is very interactive with her students and we do a lot of fun activities in her class. I would definitely love to take another class with her again in the future.,0.0,0.985727704566246,0.0,0.5382896661758423,0.0,0.49934354424476624,0.0,0.9929922819137573
She is a very helpful professor and she would take the time during her office hour and reteach any concepts you didn't understand. Her lectures are easy to understand and always provide examples for students to understand the topic.,0.0,0.9769103002137502,0.0,0.5382905602455139,0.0,0.4989948272705078,0.0,0.9933421015739441
He teaches the hardest classes in the engineering program and still makes it fun and engaging. One of the best professors I have ever had. He genuinely cares about your education and wants you to understand and enjoy his class. He gives a TON of examples and example problems. While there is a lot of homework it is necessary and will help on exams.,0.0,0.9913194303459296,0.0,0.538290798664093,0.0,0.49884504079818726,0.0,0.9934375882148743
"Just study by yourself, lecture is not really helpful at all.",1.0,0.964761712823108,0.0,0.5382909774780273,0.0,0.49974244832992554,0.0,0.9915071129798889
"Dr. McLoud is great, her lectures are comprehensive and clear enough that I hardly had to read the book (in a way, I actually preferred the lecture notes, because they developed the covered topics naturally).",0.0,0.983632931712434,0.0,0.5382983088493347,0.0,0.5001550912857056,0.0,0.9928003549575806
"She is brilliant and holds students to a high standard. Pure math classes require a high level of involvement in the material to succeed. She doesn't curve the way other rigorous teachers do. If you keep up with the material and fully understand it, you will do fine, which is easier said than done. Fall behind or miss details and you won't pass.",0.0,0.9964898126625072,0.0,0.5382910370826721,0.0,0.5010884404182434,0.0,0.9926542043685913
Professor McLoud-Mann is very straightforward. There is no way you don't pass this class with a higher-than-average grade if you show up and do the homework. She gets straight to the point and does examples in class that are easy to understand. Has office hours as well. Exams test you on the bare basics of the material. Highly recommended.,0.0,0.989860823975917,0.0,0.5382896661758423,0.0,0.5008779168128967,0.0,0.9934072494506836
This teacher will give you your money's worth. Truly convenient office hours. Direct teaching style with a minimum of fuss. Funny at times.,0.0,0.98585711801875,0.0,0.53829026222229,0.0,0.5010316371917725,0.0,0.9931603670120239
"She is amazing! She would help you with the homework during the office hour, so go ask her if you are not sure about the hw. Tests are not hard if you do your work and go to class, but no cheat sheet and no curve. She will put notes online. DEFINITELY WOULD TAKE AGAIN!!!",0.0,0.9871660861859064,0.0,0.5382894277572632,0.0,0.5018478035926819,0.0,0.9927975535392761
"There is a short homework assignment due every class (twice per week), which I really liked. There are two midterms and a final. I recommend spending quality time on the homework, and go back and do every single assignment again to study for the exams. The material is difficult, but Dr. McLoud is great, and doesn't make it harder than necessary.",0.0,0.992893197156298,0.0,0.538291871547699,0.0,0.5007071495056152,0.0,0.9933291673660278
"When you take Professor McLoud, you get clear, to the point lectures which tend not to deviate from a lesson plan rooted firmly in topic material, providing handouts. She gives flexible office hours where she would give me intuitive explanations of parts I was hazy on. Professor McLoud is a first class instructor and a brilliant mathematician.",0.0,0.9777328334390538,0.0,0.5382914543151855,0.0,0.4993557929992676,0.0,0.9931892156600952
"Taken for global health, super nice and respected professor. Group heavy but makes sense for the course work. Not too many assignments, and a larger final group project that is given class time to work on.",0.0,0.993872308040432,0.0,0.538291335105896,0.0,0.4988867938518524,0.0,0.9932778477668762
"Prof. Vicky is amazing! I'm not sure why she doesn't have 5/5. She's fair, knowledgeable, and very caring.",1.0,0.9667908841429568,0.0,0.5382906198501587,0.0,0.5002263784408569,0.0,0.9925824403762817
"Vicky is very passionate & extremely knowledgeable. This class truly made me think outside of my comfort zone and made me passionate about the class material. She likes to pinpoint people on the spot, but not in a malicious way, she just wants people to think outside the box. Quizzes & homework really aren't that bad as long as you're participating",1.0,0.9698525569151808,0.0,0.5382909774780273,0.0,0.49944642186164856,0.0,0.9931836724281311
"Nice intelligent lady, poor teaching. Interesting class, not the right teacher for it. Very confusing and unorganized. Test was not comparable with the lecture.",0.0,0.9814785108527916,0.0,0.5382915139198303,0.0,0.500675618648529,1.0,0.9783265590667725
"Nice intelligent lady, poor teacher. Interesting class, not the right teacher for it. Very confusing and unorganized. Test was not comparable with the lecture.",0.0,0.9788424820523992,0.0,0.538291335105896,0.0,0.5008219480514526,1.0,0.9583821892738342
She has extremely high and unrealistic expectations for an introductory class. So much of what she demands is really unnecessary and poorly planned. Class time is wasted doing tasks with the expectation that projects be completed outside of class with minimal time due to poor time schedules for the media lab.,0.0,0.992989687097576,0.0,0.5382904410362244,0.0,0.5015143752098083,0.0,0.9929551482200623
Very tough grader. Stay away.,1.0,0.913952672904365,0.0,0.538287878036499,0.0,0.5065545439720154,1.0,0.9622905254364014
"She is an amazing professor. I know nothing about technology but the way she teaches the course is clear and relatable. She is also very understanding and cares about her students. Homework amount is reasonable and if you come to class, participate and do the homework you will pass. She's An overall great professor.",0.0,0.9888386682277424,0.0,0.5382907390594482,0.0,0.5003487467765808,0.0,0.9932987093925476
"Even though she is clear about how the assignments will be graded, she is way too tough on an introductory class. We meet once a week and it can be confusing at times, but overall, I enjoy the class.",0.0,0.987378985458404,0.0,0.5382912158966064,0.0,0.49909690022468567,0.0,0.9932170510292053
Give clear guidelines about the assignments and expectations on the assignments. You may not want to disagree with her or the grade drop. The whole school is expecting you to have a blindly obedience mode there.,0.0,0.9888969456978076,0.0,0.5382905006408691,0.0,0.49977990984916687,0.0,0.9929087162017822
"Dr. Shimabukuro is a great lecturer and I learned a lot about language in society. The workload was insane, with ~100 pages of reading a week, but I feel like reading everything closely made me a better reader and writer. The final project is cool and she is always willing to help you with anything.",0.0,0.9797941408422404,0.0,0.5382904410362244,0.0,0.4984748661518097,0.0,0.992831826210022
"Professor Shimabukuro is okay, she's very specific and organized in her course work which I like but it's a little annoying how every week she has the class reading an average of 3 articles and journals with at least 27-30 pages long.The class isn't that difficult but she sure demands at least 2 courses worth of work. so prepare to get reading",0.0,0.991074139919852,0.0,0.5382943153381348,0.0,0.49869421124458313,0.0,0.9928945899009705
This was the worst class I've ever taken. Every single other person I've talked to who was in the class also hated it. Please please PLEASE take a different IPR course if possible.,1.0,0.932638610684438,0.0,0.5382888913154602,0.0,0.5041646361351013,1.0,0.9690390825271606
"The class was pretty easy. She is an easy grade. She is very clear about what she wants in her assignments. The readings were kind of hard so make sure you gifs yourself enough time for the reading assignments, don’t do then last minute.",1.0,0.968363124934279,0.0,0.5382910966873169,0.0,0.5002177953720093,0.0,0.992760419845581
"Amazing prof. Clear and organized class structure. She's extremely helpful & encouraging. You'll learn so much in her class, by the end of it people even wanted her to lecture more. Readings are actually very interesting. Really values feedback from her students & really makes sure you understand the topics. Easy tests and offers extra credit.",0.0,0.9961278817077636,0.0,0.53829026222229,0.0,0.49864280223846436,0.0,0.9933039546012878
"Dr. Shimabukuro is an excellent professor. She is very clear about assignments, she never wastes time with anything useless, but there is one downside: she throws around lots of graded PollEverywhere and Canvas quizzes and makes you do intense work every weekend. That being said, she values all the effort students make and gives great support.",1.0,0.9631074256685916,0.0,0.5382897853851318,0.0,0.5075006484985352,0.0,0.9920023679733276
"If you can't come to class or you're late, no matter how reasonable it is, she docks you lots of points. Attendance is a grade. She'll help you develop your writing skills a lot, and her grading criteria is super broad so you get a lot of freedom. The DC part of her BCORE class she teaches gets kind of lost in the BWRIT134 part.",0.0,0.9917986799174554,0.0,0.5382920503616333,0.0,0.5010877251625061,0.0,0.9933444261550903
"She's pretty nice, but she makes you write a lot. When you are in her class it feels like a writing class and not like the DC I didn't like how she makes you write about the community contributions and I didn't like those big assignments she gave us before the end of the quarter. And she's a little strict on grading.",0.0,0.9873645389511428,0.0,0.5382903218269348,0.0,0.4988137185573578,0.0,0.9933005571365356
"Lots of reading and writing to do, especially writing assignment. She has Weekly Write Up assignment, which means u have to read all the articles It's tough for me. The lecture is about history of Japanese American during WWII and redressing the political wrong memory. She is a new professor and has lots of final projects.",0.0,0.9885460900243724,0.0,0.5382915735244751,0.0,0.4987941384315491,0.0,0.9930363297462463
"Lectures are a bit confusing, however, the book is completely useless.",1.0,0.9344610674858352,0.0,0.5382925271987915,1.0,0.6078289151191711,1.0,0.849860429763794
"When I found out she was the dean I thought she would be really strict, but she's actually really nice. Tests are pretty fair; fewer hw problems later in the quarter; the only annoying thing was the ethics paper, but even that was only 1000 words.",0.0,0.98904869019149,0.0,0.5382911562919617,0.0,0.49990490078926086,0.0,0.9920897483825684
"She's really nice, and if you ask her a question she'll help you out a lot. But her initial lectures are useless. Thermo can't really be taught using powerpoints. I ended up teaching myself since the book is crap. We ended up doing hw problem in class, which is nice, because she helped with solving them. Tests are easy.",1.0,0.9479840183479208,0.0,0.5382974743843079,1.0,0.6459354758262634,1.0,0.9007465839385986
"I had never taken a drama class before, and I wasn't sure what to expect. But I LOVED every minute of it! Deborah is a fantastic professor! If you're on here trying to decide whether or not you should take her class for B CORE, or anything else, definitely do it!",0.0,0.9855063659648424,0.0,0.53829026222229,0.0,0.49871182441711426,0.0,0.9930816292762756
"Imagine the nicest jewish girl you've met in your life. She's that girl. Her class involves so many acting (she's a drama geek). All her assignments build up but easy af.  If you get anything below an A-, you should drop out and work for McDanks. Completion based works (most), plenty of feedback, TAKE HER CLASS. Go to classes for participation pts.",0.0,0.990521813808241,0.0,0.5382892489433289,0.0,0.5184487104415894,0.0,0.9857352375984192
"She is an AMAZING professor !  Everyone in the class, including myself, LOVES HER! Deborah is an exceptional actress and is super  hilarious.  I wish I could re-take this class.  She has definitely helped my transition into college a great experience.",0.0,0.9773245128772512,0.0,0.5382879376411438,0.0,0.49867433309555054,0.0,0.991593599319458
You won't regret taking her class. She is easy and understands her students very well.,1.0,0.9709373163825225,0.0,0.5382883548736572,0.0,0.5004502534866333,0.0,0.9931377172470093
"If you are deciding whether or not you want to take a class of Deborah's... TAKE IT! You will not regret it, her classes are awesome. She is a fun professor.",0.0,0.9809266507766587,0.0,0.538288950920105,0.0,0.4991483986377716,0.0,0.993125319480896
"Deborah is the best teacher! I love being in her class, she's always so bubbly. She's always there for all her students, and is really friendly. I am so glad I took her class this quarter.. Actually really glad. I learned a lot from being in her class, and it made me personally grow as a student. She is 100% awesome :)",0.0,0.9857596661849948,0.0,0.5382882356643677,0.0,0.500474750995636,0.0,0.9925935864448547
"Take her! She is one of the best lab instructors I have ever taken. I'm not sure if she gives out 4.0s though, I got ~3.6 for both quarters. She might seem hard at first, but if you organize your lab and make it easy for her, she will make it easy for you. HIGHLY RECOMMEND!",0.0,0.9800689773683317,0.0,0.5382879376411438,0.0,0.5001620054244995,0.0,0.9916580319404602
Look here,1.0,0.9257442158353972,0.0,0.5382979512214661,0.0,0.499173104763031,0.0,0.9926431775093079
Don't mess up ohm's law in this class! Circuitry made so much sense after taking Choi. Works examples on the board. I wish I'd taken him for 215. Good lecturer. He'll keep you awake. Don't let the red ink on your test scare you. Tests are from lectures and HW. Be prepared to use load lines and graphical analysis for circuit problems.,1.0,0.9542096229534665,0.0,0.5382893085479736,0.0,0.4990360140800476,0.0,0.9922583699226379
He is very knowledgeable about his subject. Easy to approach and good with providing answers to student questions. This class is good to take prior to capstone.,0.0,0.9901081997883696,0.0,0.5382912158966064,0.0,0.49968916177749634,0.0,0.9933713674545288
Good class to take prior to starting your Capstone,1.0,0.968085325481311,0.0,0.538294792175293,0.0,0.5006628632545471,0.0,0.9925000071525574
Professor Choi was very nice. He has so much knowledge. His lectures are amazing and he posts all the lectures on the class website so you don't have to bother taking notes in class and listen instead. He grades super easy  which is nice because his exams are also super hard. Overall a great teacher. I would take his class again,0.0,0.9840170449988448,0.0,0.5382904410362244,0.0,0.500324547290802,0.0,0.9929714798927307
"It could be that our class was below the average standards of the EE program, but according to him our class was ""the worst class he has ever had and the only class he has ever had to curve"".  He is by all means the best of the best in teaching and explaining things, but grading is very tough.  Take him if you are looking for a challenge.",0.0,0.9891932677649086,0.0,0.5382907390594482,0.0,0.5009575486183167,0.0,0.9918848276138306
This class was extremely difficult.,1.0,0.9628914778578856,0.0,0.538291335105896,0.0,0.4998251795768738,0.0,0.9923967719078064
"For how much he emphasized inclusion, he treated me and many others poorly. I dont know why. I did the assignments, came to class on time, but he felt the need to single me out. I have nothing, but resentment towards him.",0.0,0.98202009627389,0.0,0.5382910966873169,0.0,0.5011096000671387,0.0,0.989069938659668
The DFL is more like a start up than a class but I learned more in the year I was there than other classes. It was hard to find time to get my work done but I'm glad I stayed and worked on Ghostlight Manor!,1.0,0.9685491776112728,0.0,0.5382905006408691,0.0,0.49842774868011475,0.0,0.9932576417922974
My favorite prof at UWB and the reason I decided to be an interactive media design major.,1.0,0.9534414628571176,0.0,0.5382897853851318,0.0,0.49897825717926025,0.0,0.9929469227790833
I did my senior research project in Jason's lab and he was my favorite prof at UWB. I don't think there's anywhere else on campus where you can work on projects with people from so many different majors.,0.0,0.9865009209183516,0.0,0.5382896661758423,0.0,0.4979960024356842,0.0,0.9928654432296753
Jason has vast knowledge about design and always allowed me to redo work. I feel like his expectations for undergraduates can sometimes be too high and the critiques can be harsh but they're constructive.,0.0,0.9790332733879348,0.0,0.5382905006408691,0.0,0.4998563230037689,0.0,0.9933547973632812
Jason was the most relevant professor I had this year. He was extremely flexible with my work schedule and accepted late work until the very end of the quarter.,0.0,0.9914392445001272,0.0,0.5382907390594482,0.0,0.4989664554595947,0.0,0.9928455948829651
Great class!,1.0,0.9469330670680328,0.0,0.5382893085479736,0.0,0.49815988540649414,0.0,0.9930254220962524
Jason said  he was bad at following a syllabus and ummmm lol yeah but we had interesting projects to do that focused on different parts of a designers job. This was the first class I took where it felt like I learned about what it means to be a designer.,0.0,0.9901470301483312,0.0,0.5382909178733826,0.0,0.49877798557281494,0.0,0.9930911064147949
"There were multiple occasions where he was extremely late, or wouldn't show up for class. Whenever he did teach, it wasn't anything practical nor was it well executed.",0.0,0.9788680046181866,0.0,0.538291335105896,0.0,0.49924132227897644,0.0,0.992484986782074
Jason is a great instructor. He has a wealth of knowledge to offer and his classes feel more like you're getting to chill while learning from an industry insider. He offers extremely helpful critiques of your work and cares about the progression of his students' skills and knowledge. Looking forward to taking his classes in the future.,0.0,0.9948080926547374,0.0,0.5382911562919617,0.0,0.49895980954170227,0.0,0.993309736251831
"He barely goes over topics & expects you to master it on your own for the exam. Exams are unpredictable. He tends to get frustrated if you ask questions or do not understand, making him unapproachable at times... Be prepared to read the book to fully master the material for the exam (even though he says you don't need to).",0.0,0.982375929531623,0.0,0.5382957458496094,0.0,0.5036918520927429,0.0,0.9930979609489441
Great professor. Used lots of drawings to explain the concepts which helped a ton.,1.0,0.972405951782946,0.0,0.538288950920105,0.0,0.49881014227867126,0.0,0.9928157329559326
"Dr. Depies brings humor to class and connects with student. I personally enjoy attending his lectures. Avoid cell phone usage and laptop (if you are taking notes, get his permission first). He doesn't like coming late to class. Work out lots of problems in book. Some clicker questions end up on tests.",0.0,0.9893472798406072,0.0,0.5382896661758423,0.0,0.4996106028556824,0.0,0.993474543094635
"Depies is one of the base profs I have had. Hes funny , always keeps class fun and really wants you to be engaged. His tests and homework is hard and takes a lot of work, but if you put in the effort it will reflect. Would recommend!",0.0,0.9859374453857312,0.0,0.5382959842681885,0.0,0.49963274598121643,0.0,0.9933609962463379
Physics if freaking hard man.,1.0,0.8728681213072385,0.0,0.538292646408081,1.0,0.5781413912773132,1.0,0.4820570945739746
Dr. Depies is one of the best professors I have had. He makes Physics and interesting. His lectures are well done and he works through problems with you on the board. He is always encouraging students to come of office hours if he needs help. You definitely need to read the textbook on your own though because we fall a little behind in lecture.,0.0,0.9906261213341304,0.0,0.5382909774780273,0.0,0.5003229379653931,0.0,0.9932997226715088
I was a big fan of Dr. Depies. His expectations for you to succeed are clear from the get go. I took this series of Physics as a senior and was ready to graduate with my degree but Depies made me want to do it all over and become a physics major.,0.0,0.9936763141663336,0.0,0.5382912158966064,0.0,0.4976133108139038,0.0,0.9930552840232849
Homework every week. Pay attention to clickers since there will be many on the test. Be sure to attend class on review days where he will go over what will be on the test and give practice problems that will be the written part of the test. He's very helpful and funny and will definitely boost up your interest in Physics and science in general.,0.0,0.9922896505424876,0.0,0.5382910370826721,0.0,0.49905192852020264,0.0,0.9934408068656921
